x data,y data,set size,t step
1040,244,1,59
1041,243,2,59
1044,338,66,59
1043,239,5,59
1047,241,3,59
1063,244,67,59
1081,240,30,59
1096,238,20,59
1113,240,1,59
1118,235,1,59
1138,232,2,59
1146,232,18,59
743,733,12,59
967,761,3,59
1125,95,16,59
1145,83,99,59
1148,75,2,59
1154,74,1,59
1162,81,1,59
1167,84,2,59
1168,77,6,59
1170,74,1,59
1189,72,56,59
1199,74,1,59
1209,85,68,59
1212,77,1,59
1228,84,1,59
1246,109,109,59
1292,239,27,59
1301,240,1,59
1304,240,1,59
1597,695,6,59
38,406,79,60
185,111,2,60
255,698,2,60
734,730,12,60
910,293,28,60
919,308,30,60
930,309,28,60
941,357,80,60
936,333,38,60
936,315,8,60
941,339,7,60
943,333,4,60
977,309,35,60
967,761,2,60
972,315,19,60
972,358,19,60
986,358,12,60
991,316,20,60
998,359,5,60
1002,358,4,60
1004,341,1,60
1024,358,195,60
1005,336,1,60
1006,226,1,60
1007,484,2,60
1016,334,2,60
1019,341,19,60
1028,332,1,60
1027,341,2,60
1043,336,96,60
1045,241,11,60
1056,244,26,60
1064,244,4,60
1067,245,2,60
1073,245,9,60
1081,240,29,60
1096,238,13,60
1097,241,4,60
1126,96,14,60
1136,88,1,60
1145,83,85,60
1146,230,16,60
1153,74,1,60
1158,75,3,60
1161,75,4,60
1168,77,12,60
1167,84,2,60
1171,74,1,60
1175,71,1,60
1185,70,1,60
1192,73,34,60
1199,74,1,60
1207,86,28,60
1210,92,1,60
1213,82,32,60
1213,89,1,60
1247,109,117,60
1288,239,3,60
1289,242,1,60
1294,238,14,60
1291,241,2,60
1597,695,7,60
38,406,80,61
185,111,2,61
255,698,3,61
725,726,9,61
910,293,28,61
919,308,30,61
930,309,28,61
941,357,80,61
936,333,38,61
936,315,8,61
941,339,7,61
943,333,4,61
977,309,35,61
968,315,2,61
972,358,19,61
973,315,14,61
986,358,12,61
988,316,9,61
994,316,2,61
998,359,6,61
1003,357,1,61
1004,341,2,61
1006,226,1,61
1015,334,3,61
1019,341,19,61
1027,341,2,61
1028,332,1,61
1043,337,99,61
1045,241,13,61
1056,244,29,61
1064,244,4,61
1067,245,2,61
1073,245,9,61
967,761,2,61
1081,240,28,61
1097,241,4,61
1096,238,13,61
1007,484,2,61
1147,230,7,61
1126,96,12,61
1145,83,85,61
1162,76,10,61
1167,84,2,61
1168,78,5,61
1172,72,2,61
1181,71,2,61
1185,70,1,61
1191,73,34,61
1199,74,1,61
1207,86,28,61
1210,92,1,61
1213,82,32,61
1213,89,1,61
1247,109,117,61
1293,238,19,61
1289,242,1,61
1291,241,2,61
1597,694,6,61
38,406,73,62
185,111,2,62
186,109,2,62
254,745,2,62
255,698,1,62
718,724,12,62
910,293,28,62
919,308,30,62
930,309,27,62
936,333,41,62
941,357,89,62
936,315,8,62
941,339,7,62
976,309,36,62
972,358,17,62
974,315,11,62
981,358,1,62
989,358,13,62
990,316,16,62
998,359,7,62
1022,358,184,62
1004,341,4,62
1006,226,3,62
1019,341,19,62
1016,334,1,62
1020,333,1,62
1027,341,2,62
1044,337,111,62
1045,355,25,62
1043,239,2,62
1045,241,9,62
1056,244,29,62
1064,244,4,62
1067,245,2,62
1073,245,14,62
1081,240,30,62
1096,236,1,62
1097,238,13,62
1114,241,1,62
1118,235,1,62
1138,232,1,62
1140,232,1,62
1147,230,18,62
967,761,2,62
1007,484,2,62
1126,96,11,62
1145,83,101,62
1152,75,1,62
1154,74,1,62
1159,75,3,62
1162,75,9,62
1168,84,2,62
1169,75,1,62
1171,72,1,62
1171,74,1,62
1175,71,1,62
1180,71,1,62
1192,73,36,62
1206,91,1,62
1208,84,17,62
1207,90,1,62
1214,82,28,62
1213,89,1,62
1247,109,114,62
1293,239,48,62
1597,695,7,62
38,406,74,63
185,112,3,63
186,109,2,63
254,743,2,63
255,698,3,63
711,721,9,63
910,293,29,63
919,308,30,63
930,309,27,63
935,333,40,63
942,357,94,63
936,315,8,63
941,339,7,63
944,333,2,63
976,309,36,63
974,358,16,63
974,315,11,63
989,358,13,63
991,316,17,63
998,359,7,63
1003,341,4,63
1022,358,181,63
1006,226,3,63
1019,341,19,63
1016,334,1,63
1020,333,1,63
1028,341,2,63
1029,335,7,63
1044,337,95,63
1043,239,2,63
1045,241,9,63
1045,354,23,63
1056,243,30,63
1065,244,3,63
1068,245,1,63
1074,245,15,63
1081,240,25,63
1096,236,1,63
1097,238,13,63
1114,241,1,63
1118,235,1,63
1138,232,1,63
1140,232,1,63
1147,230,18,63
967,761,2,63
1007,484,2,63
1126,95,13,63
1146,83,104,63
1152,75,1,63
1154,74,1,63
1159,75,3,63
1162,76,11,63
1167,85,1,63
1168,78,5,63
1171,72,3,63
1191,73,42,63
1206,92,1,63
1208,84,18,63
1214,83,32,63
1213,90,1,63
1247,109,116,63
1293,239,43,63
1597,695,8,63
37,406,79,64
184,110,5,64
255,698,1,64
705,718,13,64
910,293,29,64
919,308,30,64
930,309,30,64
935,333,41,64
941,357,89,64
938,315,4,64
941,340,4,64
952,315,4,64
976,309,32,64
979,358,41,64
974,315,10,64
981,340,1,64
992,316,10,64
1021,358,188,64
1002,340,1,64
1004,341,3,64
1006,226,3,64
1016,334,1,64
1020,334,5,64
1030,341,5,64
1037,332,1,64
1040,336,9,64
1045,337,72,64
1045,354,24,64
1043,239,2,64
1045,241,9,64
1048,240,1,64
1056,244,25,64
1065,244,2,64
1068,245,1,64
1074,246,10,64
1081,240,30,64
1097,238,17,64
1148,230,11,64
967,761,2,64
1007,484,2,64
1126,95,15,64
1146,83,107,64
1154,74,1,64
1159,75,3,64
1169,77,6,64
1175,71,1,64
1182,71,2,64
1192,73,46,64
1200,74,1,64
1204,94,1,64
1205,93,1,64
1207,86,22,64
1209,78,2,64
1211,92,1,64
1214,83,32,64
1213,90,1,64
1247,109,117,64
1288,241,5,64
1294,238,36,64
1597,695,8,64
37,406,79,65
184,113,2,65
699,715,10,65
910,293,29,65
919,308,30,65
930,309,26,65
935,333,41,65
941,357,81,65
938,315,5,65
941,340,4,65
953,315,3,65
976,309,35,65
979,358,41,65
973,315,12,65
981,340,1,65
982,316,1,65
992,316,10,65
1021,358,188,65
1002,340,1,65
1004,341,3,65
1006,226,3,65
1016,335,1,65
1020,334,5,65
1029,341,6,65
1032,335,8,65
1040,342,1,65
1041,337,5,65
1045,354,24,65
1043,239,2,65
1045,241,9,65
1045,337,68,65
1048,240,1,65
1056,244,25,65
1065,244,2,65
1068,245,1,65
1074,246,10,65
1081,240,28,65
1097,238,18,65
1148,230,13,65
967,761,2,65
1007,484,2,65
1126,96,14,65
1146,83,100,65
1158,85,1,65
1168,85,1,65
1169,78,5,65
1173,73,2,65
1175,72,1,65
1181,70,1,65
1182,71,2,65
1192,73,41,65
1199,74,2,65
1205,94,1,65
1208,86,24,65
1209,78,2,65
1211,92,1,65
1214,83,30,65
1213,90,1,65
1214,89,1,65
1247,109,118,65
1293,239,42,65
1597,695,8,65
38,406,72,66
185,111,2,66
186,109,1,66
694,713,12,66
910,292,27,66
919,308,30,66
927,309,12,66
932,308,11,66
931,332,1,66
936,333,38,66
941,357,89,66
938,315,5,66
941,340,4,66
976,309,34,66
968,315,1,66
977,358,36,66
974,315,10,66
988,316,12,66
993,358,2,66
995,317,1,66
1019,358,196,66
1004,341,5,66
1006,226,4,66
1008,336,2,66
1015,340,1,66
1015,342,2,66
1017,334,1,66
1019,342,2,66
1020,335,5,66
1029,341,6,66
1029,334,6,66
1032,336,7,66
1036,332,1,66
1040,342,1,66
1041,339,1,66
1045,337,68,66
1046,355,17,66
1047,240,6,66
1057,244,23,66
1065,244,2,66
1068,245,1,66
1074,245,14,66
1082,240,26,66
1097,238,18,66
1112,243,1,66
1147,231,23,66
967,761,3,66
1007,484,2,66
1126,96,13,66
1146,83,104,66
1147,76,2,66
1160,75,3,66
1163,76,11,66
1168,84,3,66
1169,77,13,66
1172,72,1,66
1172,74,1,66
1184,70,1,66
1194,73,36,66
1206,92,1,66
1208,85,21,66
1214,83,33,66
1213,90,1,66
1214,89,1,66
1247,109,121,66
1288,241,2,66
1294,239,35,66
1597,693,1,66
1597,695,5,66
37,406,72,67
185,111,2,67
186,109,1,67
691,711,9,67
910,292,27,67
919,308,30,67
927,309,12,67
932,308,11,67
935,333,38,67
941,357,86,67
938,315,5,67
941,340,4,67
976,309,34,67
977,358,36,67
969,315,1,67
974,315,9,67
988,316,12,67
993,358,2,67
995,317,1,67
1019,358,198,67
1004,341,4,67
1006,226,4,67
1008,336,3,67
1015,340,1,67
1015,342,2,67
1017,334,1,67
1019,342,2,67
1020,335,4,67
1029,334,14,67
1029,341,5,67
1039,336,9,67
1046,337,63,67
1045,355,14,67
1047,240,6,67
1057,244,23,67
1065,244,2,67
1068,245,1,67
1074,245,15,67
1082,240,26,67
1098,242,1,67
1097,238,19,67
1138,232,1,67
1140,232,1,67
1148,230,16,67
967,761,3,67
1007,484,2,67
1127,96,13,67
1147,83,95,67
1148,76,2,67
1160,75,3,67
1163,76,11,67
1168,85,4,67
1169,78,12,67
1172,72,1,67
1180,70,1,67
1193,73,44,67
1206,92,1,67
1208,85,21,67
1214,83,36,67
1213,90,1,67
1214,89,1,67
1248,109,122,67
1289,241,2,67
1294,238,32,67
1292,242,1,67
1597,694,9,67
37,406,74,68
185,110,6,68
688,710,10,68
910,292,27,68
919,308,30,68
927,309,12,68
932,308,11,68
931,332,1,68
937,333,45,68
941,357,87,68
938,315,5,68
941,340,4,68
975,309,32,68
978,358,29,68
974,315,9,68
982,316,1,68
991,316,18,68
993,358,2,68
1004,341,5,68
1002,357,1,68
1004,357,1,68
1007,336,6,68
1007,226,5,68
1011,357,2,68
1015,342,2,68
1016,335,1,68
1016,340,1,68
1019,335,8,68
1020,342,3,68
1029,334,14,68
1029,341,5,68
1045,356,20,68
1043,242,2,68
1046,337,70,68
1046,240,5,68
1056,244,13,68
1065,244,2,68
1070,245,13,68
1074,246,9,68
1082,240,28,68
1097,238,22,68
1147,231,20,68
967,761,3,68
1007,484,2,68
1127,96,8,68
1147,83,97,68
1148,76,2,68
1152,75,1,68
1157,75,3,68
1163,76,15,68
1169,78,5,68
1171,75,1,68
1172,72,4,68
1181,70,1,68
1185,70,1,68
1192,73,55,68
1205,94,1,68
1206,93,1,68
1208,86,23,68
1212,92,1,68
1213,76,1,68
1215,82,33,68
1214,89,2,68
1248,109,114,68
1289,241,2,68
1295,238,33,68
1597,694,6,68
38,406,74,69
185,109,6,69
685,708,9,69
910,292,27,69
919,308,30,69
927,309,12,69
932,308,11,69
937,333,47,69
941,357,87,69
938,315,5,69
941,340,4,69
976,309,31,69
969,315,1,69
979,358,30,69
975,315,10,69
983,316,1,69
990,316,12,69
994,358,3,69
1004,341,4,69
1005,356,1,69
1007,226,5,69
1009,336,1,69
1015,340,1,69
1015,342,2,69
1017,334,1,69
1019,342,2,69
1020,335,5,69
1024,332,1,69
1030,341,5,69
1032,335,20,69
1043,242,2,69
1046,337,68,69
1046,355,19,69
1046,240,5,69
1056,244,13,69
1065,244,2,69
1070,245,13,69
1074,246,9,69
1082,240,28,69
1098,238,21,69
1148,231,19,69
967,761,3,69
1007,484,2,69
1127,96,10,69
1148,83,100,69
1148,76,2,69
1153,75,1,69
1155,74,1,69
1164,76,5,69
1169,78,5,69
1171,75,1,69
1173,72,1,69
1173,74,1,69
1181,70,1,69
1191,72,62,69
1205,94,1,69
1206,93,1,69
1208,86,23,69
1209,78,1,69
1212,92,1,69
1215,83,31,69
1214,89,2,69
1248,109,120,69
1289,241,2,69
1295,238,34,69
1292,242,1,69
1597,694,6,69
36,406,74,70
184,113,1,70
186,109,2,70
684,708,10,70
910,293,28,70
919,309,27,70
927,309,10,70
932,308,11,70
936,333,54,70
941,357,84,70
938,315,5,70
940,340,4,70
965,316,2,70
977,309,35,70
973,315,18,70
975,358,21,70
983,316,1,70
990,316,13,70
993,358,2,70
1020,358,189,70
1004,341,4,70
1006,337,1,70
1007,226,4,70
1009,336,1,70
1017,334,1,70
1018,235,1,70
1020,334,4,70
1028,334,7,70
1030,342,6,70
1034,335,6,70
1039,336,9,70
1042,243,5,70
1045,239,12,70
1046,355,19,70
1046,337,56,70
1056,244,11,70
1065,244,1,70
1068,245,4,70
1071,245,7,70
1074,246,9,70
1082,240,30,70
1098,238,23,70
1105,236,3,70
1145,230,1,70
1148,231,15,70
967,761,3,70
1007,484,2,70
1127,96,12,70
1137,89,1,70
1147,83,98,70
1153,75,1,70
1156,75,3,70
1164,76,13,70
1172,72,4,70
1177,71,1,70
1193,73,56,70
1206,94,1,70
1207,92,1,70
1209,86,24,70
1209,78,1,70
1212,92,1,70
1215,83,28,70
1234,92,1,70
1248,109,121,70
1289,241,2,70
1295,239,39,70
1597,694,6,70
37,406,75,71
186,109,2,71
683,707,11,71
910,293,28,71
919,309,27,71
927,309,10,71
932,308,11,71
936,333,54,71
941,357,87,71
938,315,5,71
940,339,5,71
965,316,2,71
977,309,36,71
972,358,21,71
973,315,18,71
981,358,2,71
983,316,1,71
984,358,1,71
991,316,14,71
993,358,2,71
1020,358,189,71
1004,340,5,71
1007,226,4,71
1018,235,2,71
1018,335,1,71
1022,334,1,71
1024,333,1,71
1032,342,7,71
1031,334,6,71
1036,335,6,71
1038,332,1,71
1043,243,5,71
1046,239,13,71
1046,355,19,71
1047,337,47,71
1056,244,10,71
1065,244,2,71
1068,245,2,71
1071,246,9,71
1075,246,10,71
1082,240,29,71
1098,238,22,71
1105,236,3,71
1149,232,12,71
967,761,3,71
1007,484,2,71
1128,96,12,71
1138,89,1,71
1148,83,97,71
1153,75,1,71
1156,75,3,71
1164,76,13,71
1170,78,5,71
1170,84,5,71
1173,72,6,71
1182,70,1,71
1183,72,3,71
1189,70,1,71
1195,73,42,71
1206,94,1,71
1207,92,1,71
1209,86,24,71
1212,92,1,71
1216,83,35,71
1248,109,117,71
1290,242,1,71
1295,239,35,71
1597,694,8,71
38,406,76,72
185,112,1,72
186,109,2,72
683,707,13,72
910,292,27,72
919,308,30,72
918,242,1,72
929,309,25,72
937,333,53,72
941,357,84,72
934,315,1,72
937,315,4,72
940,340,2,72
977,309,35,72
972,358,21,72
969,315,1,72
975,316,7,72
981,358,2,72
983,316,1,72
984,358,1,72
992,316,18,72
994,358,1,72
1000,358,1,72
1004,340,5,72
1004,357,1,72
1006,355,1,72
1007,226,3,72
1009,336,1,72
1013,336,1,72
1017,334,1,72
1018,235,2,72
1021,333,1,72
1027,358,3,72
1030,334,14,72
1030,342,4,72
1046,240,14,72
1046,337,73,72
1046,355,19,72
1044,242,1,72
1056,244,10,72
1069,245,3,72
1074,245,22,72
1082,240,32,72
1098,238,21,72
1105,236,3,72
1149,231,9,72
966,761,4,72
1007,484,2,72
1128,96,12,72
1138,89,1,72
1148,83,99,72
1149,76,1,72
1153,75,1,72
1156,75,3,72
1164,76,13,72
1170,78,11,72
1172,72,3,72
1173,75,1,72
1195,73,47,72
1210,86,21,72
1213,92,1,72
1216,83,31,72
1215,90,1,72
1249,109,122,72
1289,242,2,72
1295,238,27,72
1292,241,1,72
1293,242,1,72
1598,695,2,72
39,406,72,73
185,112,1,73
186,109,2,73
684,707,10,73
910,292,27,73
919,308,30,73
918,242,1,73
929,309,25,73
936,333,50,73
941,357,82,73
934,315,1,73
937,315,4,73
940,339,5,73
977,309,36,73
979,358,38,73
969,315,1,73
975,316,10,73
984,316,1,73
992,316,16,73
1000,358,1,73
1003,340,5,73
1004,357,1,73
1006,355,1,73
1008,226,1,73
1009,355,2,73
1013,336,1,73
1017,334,1,73
1018,235,3,73
1021,333,1,73
1029,332,1,73
1030,341,5,73
1032,335,15,73
1035,342,1,73
1036,335,6,73
1038,332,1,73
1047,239,15,73
1044,242,1,73
1047,337,61,73
1046,356,19,73
1058,244,17,73
1069,245,2,73
1072,247,2,73
1074,245,16,73
1082,240,32,73
1098,238,20,73
1105,237,1,73
1106,236,1,73
1149,231,9,73
967,761,3,73
1007,484,2,73
1128,96,11,73
1147,83,103,73
1154,75,1,73
1156,74,1,73
1165,76,4,73
1170,78,5,73
1173,72,1,73
1173,78,7,73
1177,71,1,73
1187,74,1,73
1194,73,56,73
1210,85,22,73
1213,92,2,73
1216,84,30,73
1249,109,124,73
1290,242,1,73
1295,239,26,73
1293,242,1,73
1598,695,3,73
39,406,71,74
185,110,9,74
685,707,10,74
910,293,29,74
919,308,30,74
927,309,12,74
941,357,92,74
932,308,11,74
931,332,1,74
937,333,51,74
938,315,5,74
939,339,1,74
940,340,2,74
976,309,44,74
972,358,21,74
969,315,2,74
974,315,10,74
981,358,1,74
990,316,26,74
987,358,8,74
994,358,1,74
1000,358,1,74
1004,340,5,74
1004,357,1,74
1006,355,1,74
1008,226,5,74
1008,336,1,74
1011,337,2,74
1011,356,3,74
1013,336,1,74
1017,334,1,74
1018,342,3,74
1018,340,1,74
1019,235,2,74
1019,355,1,74
1022,334,10,74
1022,342,3,74
1022,355,1,74
1028,335,5,74
1029,341,5,74
1029,355,1,74
1039,332,1,74
1046,337,80,74
1044,239,1,74
1044,242,1,74
1047,355,16,74
1048,240,9,74
1047,363,1,74
1057,244,17,74
1070,244,11,74
1075,245,10,74
1083,240,31,74
1098,238,17,74
1105,237,1,74
1106,236,1,74
1117,238,1,74
1142,232,1,74
1149,231,12,74
967,761,3,74
1008,484,3,74
1128,96,15,74
1148,84,103,74
1156,75,3,74
1164,76,20,74
1173,72,1,74
1173,78,7,74
1177,71,1,74
1194,73,51,74
1207,94,4,74
1210,87,22,74
1211,80,1,74
1213,92,3,74
1216,84,33,74
1249,109,122,74
1290,242,1,74
1295,239,26,74
1598,695,3,74
38,406,72,75
185,109,5,75
185,112,1,75
687,707,11,75
910,293,29,75
919,308,30,75
927,309,12,75
940,357,85,75
932,308,11,75
931,332,1,75
937,333,48,75
938,315,5,75
941,340,3,75
976,309,45,75
972,358,21,75
968,315,1,75
973,315,10,75
981,358,1,75
991,316,26,75
987,358,8,75
994,358,2,75
1004,340,5,75
1005,356,1,75
1009,226,4,75
1010,356,3,75
1013,336,1,75
1016,342,3,75
1016,335,2,75
1016,340,1,75
1018,355,1,75
1019,235,1,75
1020,342,3,75
1021,335,5,75
1024,334,6,75
1027,357,4,75
1029,341,6,75
1039,332,1,75
1045,337,86,75
1044,239,1,75
1044,242,1,75
1044,355,3,75
1048,240,9,75
1048,355,9,75
1047,364,1,75
1057,244,17,75
1070,244,11,75
1075,245,10,75
1083,240,31,75
1098,238,17,75
1105,236,3,75
1117,238,1,75
1142,232,1,75
1149,231,12,75
967,761,3,75
1008,484,3,75
1129,96,16,75
1148,84,103,75
1156,75,3,75
1164,76,20,75
1171,78,11,75
1173,72,4,75
1188,70,1,75
1195,73,42,75
1197,100,2,75
1197,102,1,75
1207,93,3,75
1210,86,19,75
1213,92,2,75
1216,84,34,75
1249,109,121,75
1290,242,1,75
1296,239,31,75
1598,695,4,75
38,406,73,76
185,110,5,76
690,709,11,76
910,292,27,76
919,308,29,76
927,309,12,76
940,357,83,76
932,308,11,76
931,332,1,76
937,333,47,76
938,315,5,76
939,339,4,76
964,309,2,76
978,309,44,76
972,357,12,76
969,315,1,76
974,316,7,76
981,336,1,76
981,358,1,76
991,316,31,76
986,358,8,76
994,358,1,76
1000,358,1,76
1004,340,5,76
1004,357,1,76
1006,355,1,76
1008,336,2,76
1009,226,3,76
1011,356,3,76
1016,333,2,76
1017,342,1,76
1018,333,1,76
1019,235,2,76
1019,355,1,76
1022,355,1,76
1023,334,4,76
1027,356,1,76
1028,335,5,76
1029,341,5,76
1031,335,7,76
1046,337,86,76
1043,243,5,76
1044,239,1,76
1046,355,14,76
1046,240,1,76
1048,240,6,76
1047,364,1,76
1056,244,10,76
1070,245,17,76
1076,245,10,76
1083,240,27,76
1099,238,18,76
1106,237,1,76
1114,241,6,76
1142,232,1,76
1149,232,15,76
967,761,3,76
1007,484,2,76
1129,96,15,76
1148,84,105,76
1150,76,1,76
1154,75,1,76
1166,77,15,76
1170,85,1,76
1174,72,4,76
1185,71,1,76
1187,70,1,76
1195,73,57,76
1207,94,2,76
1210,86,19,76
1216,83,28,76
1216,90,1,76
1250,109,123,76
1291,242,1,76
1292,243,1,76
1295,239,24,76
1598,696,3,76
39,406,76,77
185,110,5,77
694,710,12,77
910,292,26,77
919,308,29,77
927,309,12,77
941,357,87,77
932,308,11,77
931,332,1,77
937,333,47,77
938,315,5,77
939,339,4,77
978,309,44,77
969,315,1,77
973,358,10,77
975,315,8,77
978,315,1,77
980,336,1,77
981,358,1,77
992,316,29,77
986,358,8,77
994,358,1,77
1000,358,1,77
1004,340,5,77
1004,357,1,77
1006,355,1,77
1008,336,3,77
1008,227,4,77
1016,342,1,77
1017,333,1,77
1018,355,1,77
1019,235,2,77
1019,333,1,77
1021,355,2,77
1022,334,4,77
1027,358,3,77
1029,335,5,77
1030,341,6,77
1029,355,1,77
1032,335,15,77
1041,357,1,77
1043,243,5,77
1044,239,1,77
1047,337,72,77
1046,355,18,77
1046,240,1,77
1048,240,6,77
1048,363,1,77
1056,244,13,77
1070,245,15,77
1076,245,10,77
1083,240,28,77
1099,238,20,77
1099,244,2,77
1106,237,1,77
1113,242,4,77
1143,232,1,77
1149,232,14,77
967,761,2,77
1007,484,2,77
1129,96,15,77
1148,84,105,77
1150,76,1,77
1154,75,1,77
1166,77,15,77
1170,85,1,77
1174,72,4,77
1185,71,1,77
1187,70,1,77
1195,73,57,77
1207,94,2,77
1211,86,21,77
1217,83,24,77
1216,90,1,77
1250,109,122,77
1291,242,1,77
1292,243,1,77
1295,239,23,77
1598,695,3,77
39,406,67,78
185,111,6,78
699,712,11,78
910,293,28,78
919,308,29,78
927,309,12,78
941,357,90,78
932,308,11,78
937,333,38,78
938,315,5,78
939,339,4,78
954,316,1,78
978,309,48,78
967,316,2,78
975,358,26,78
972,315,8,78
982,336,1,78
992,316,39,78
988,358,4,78
994,358,1,78
1000,358,1,78
1004,340,5,78
1004,357,1,78
1005,316,1,78
1007,336,4,78
1006,355,1,78
1009,224,1,78
1009,226,6,78
1011,356,3,78
1016,334,1,78
1016,342,1,78
1019,235,3,78
1019,355,1,78
1022,355,1,78
1031,342,7,78
1035,335,6,78
1047,338,87,78
1044,355,5,78
1045,239,1,78
1048,240,6,78
1048,356,9,78
1048,364,1,78
1056,244,12,78
1070,244,15,78
1076,245,10,78
1084,240,31,78
1099,238,17,78
1099,244,2,78
1106,237,1,78
1107,236,1,78
1113,242,6,78
1150,231,16,78
1168,228,2,78
967,761,4,78
1008,484,3,78
1129,96,16,78
1148,84,109,78
1150,76,2,78
1173,73,1,78
1173,76,1,78
1181,71,1,78
1183,71,4,78
1193,73,67,78
1204,76,1,78
1211,86,18,78
1212,80,1,78
1217,84,32,78
1250,110,116,78
1295,240,28,78
1597,695,6,78
38,406,70,79
185,111,5,79
704,714,13,79
910,293,28,79
919,308,29,79
927,309,12,79
940,357,84,79
932,308,11,79
937,333,38,79
938,315,5,79
939,339,4,79
953,316,2,79
978,309,46,79
975,358,23,79
969,316,1,79
973,315,8,79
981,336,1,79
992,316,39,79
988,358,4,79
994,358,1,79
1000,358,1,79
1004,340,4,79
1004,357,1,79
1007,336,4,79
1006,355,1,79
1009,226,6,79
1009,356,7,79
1015,335,1,79
1015,342,2,79
1017,333,1,79
1019,235,3,79
1019,333,1,79
1022,334,4,79
1027,358,3,79
1031,342,6,79
1035,335,6,79
1039,332,1,79
1047,338,86,79
1044,355,5,79
1045,239,1,79
1048,240,6,79
1048,354,2,79
1048,364,1,79
1049,358,2,79
1056,244,12,79
1073,244,30,79
1073,247,1,79
1084,240,38,79
1099,239,20,79
1099,245,2,79
1106,237,1,79
1107,236,1,79
1114,242,4,79
1150,231,16,79
1168,229,1,79
1169,228,1,79
966,761,4,79
1008,484,3,79
1129,96,17,79
1148,84,104,79
1150,76,2,79
1154,75,3,79
1166,77,11,79
1174,73,5,79
1177,72,1,79
1187,75,1,79
1194,73,64,79
1204,76,1,79
1211,86,18,79
1212,80,1,79
1217,84,33,79
1250,110,120,79
1295,240,27,79
1597,695,6,79
36,406,75,80
710,716,13,80
910,293,29,80
919,308,29,80
930,309,28,80
941,357,91,80
931,332,1,80
937,333,45,80
938,315,7,80
937,309,1,80
939,339,4,80
978,309,52,80
974,358,30,80
971,315,7,80
981,336,1,80
991,316,35,80
1000,358,1,80
1003,317,7,80
1004,340,5,80
1004,357,1,80
1006,316,1,80
1007,336,4,80
1006,355,1,80
1009,226,5,80
1010,224,1,80
1011,356,3,80
1013,334,1,80
1015,342,2,80
1017,333,1,80
1019,355,1,80
1020,235,1,80
1022,334,4,80
1022,355,1,80
1026,332,1,80
1030,342,6,80
1029,335,5,80
1034,335,7,80
1046,338,93,80
1044,355,5,80
1048,239,11,80
1045,242,1,80
1048,355,12,80
1048,364,1,80
1059,244,17,80
1074,244,28,80
1073,247,2,80
1084,240,32,80
1099,240,26,80
1114,240,11,80
1149,232,14,80
966,761,4,80
1008,484,3,80
1129,96,14,80
1148,84,111,80
1174,73,5,80
1181,71,1,80
1186,72,3,80
1194,73,62,80
1204,76,1,80
1207,95,1,80
1211,86,19,80
1214,93,2,80
1217,83,26,80
1216,91,1,80
1250,110,116,80
1296,240,32,80
1598,696,3,80
38,406,70,81
717,719,13,81
910,293,29,81
919,308,29,81
930,309,28,81
940,357,89,81
931,332,1,81
937,333,44,81
938,315,7,81
937,309,1,81
939,339,4,81
978,309,52,81
974,358,30,81
971,315,7,81
981,336,2,81
991,316,35,81
1000,358,1,81
1003,317,7,81
1004,340,5,81
1004,357,1,81
1006,316,1,81
1007,336,4,81
1006,355,1,81
1009,226,5,81
1010,224,1,81
1011,356,3,81
1013,334,1,81
1015,342,2,81
1019,355,1,81
1020,235,1,81
1022,334,5,81
1022,355,1,81
1030,342,7,81
1030,332,1,81
1046,337,112,81
1045,242,1,81
1048,354,17,81
1046,239,1,81
1049,240,9,81
1048,364,1,81
1049,358,1,81
1059,244,17,81
1074,244,28,81
1073,247,2,81
1084,240,32,81
1100,238,16,81
1099,245,2,81
1115,240,6,81
1150,232,16,81
966,761,4,81
1008,484,3,81
1130,96,13,81
1148,84,112,81
1155,75,3,81
1174,73,4,81
1179,72,1,81
1194,73,63,81
1204,76,2,81
1208,95,1,81
1211,87,18,81
1214,93,2,81
1218,83,25,81
1216,91,2,81
1250,110,111,81
1292,242,3,81
1296,240,28,81
1597,694,6,81
38,406,71,82
725,722,14,82
910,293,26,82
919,308,29,82
927,309,12,82
932,308,15,82
941,357,92,82
931,332,1,82
937,333,39,82
940,315,11,82
937,309,1,82
939,339,4,82
958,316,1,82
980,309,50,82
972,358,22,82
972,315,12,82
980,336,1,82
981,358,2,82
991,316,32,82
987,358,6,82
996,358,1,82
1000,358,1,82
1003,317,7,82
1004,340,5,82
1004,357,1,82
1006,355,1,82
1010,226,3,82
1011,334,1,82
1013,333,1,82
1016,334,3,82
1016,342,1,82
1021,235,1,82
1026,332,1,82
1031,342,7,82
1029,335,5,82
1039,332,1,82
1046,338,119,82
1043,358,1,82
1045,239,2,82
1045,242,1,82
1047,354,9,82
1046,358,6,82
1049,239,10,82
1048,364,1,82
1050,357,1,82
1060,244,12,82
1074,244,28,82
1085,240,35,82
1100,238,21,82
1099,244,3,82
1115,241,3,82
1150,232,16,82
1168,229,1,82
967,761,2,82
1008,484,3,82
1130,97,16,82
1149,84,104,82
1157,76,3,82
1161,86,1,82
1174,74,6,82
1179,72,1,82
1193,73,77,82
1200,101,1,82
1208,95,1,82
1211,87,16,82
1213,81,1,82
1218,84,33,82
1217,91,1,82
1251,110,117,82
1292,242,3,82
1295,240,23,82
1597,695,7,82
38,406,71,83
733,725,11,83
910,293,26,83
919,308,29,83
927,309,12,83
932,308,15,83
