x data,y data,set size,t step
941,357,86,107
936,333,48,107
940,315,7,107
940,339,1,107
947,315,1,107
979,309,59,107
977,358,43,107
971,315,7,107
987,316,22,107
991,334,1,107
996,359,3,107
1000,317,1,107
1016,358,113,107
1003,316,9,107
1011,336,1,107
1023,335,48,107
1018,341,2,107
1045,357,46,107
1050,240,13,107
1050,351,2,107
1060,243,17,107
1067,243,2,107
1075,243,22,107
1086,239,30,107
1101,237,20,107
1116,241,6,107
1136,233,2,107
1151,231,8,107
1132,98,19,107
1150,86,111,107
1157,76,6,107
1161,77,4,107
1176,74,3,107
1176,87,3,107
1177,77,1,107
1181,73,1,107
1194,74,98,107
1211,96,2,107
1213,93,7,107
1214,87,10,107
1220,85,33,107
1253,111,119,107
1298,241,30,107
1597,695,6,107
38,406,73,108
967,761,3,108
1107,767,12,108
910,292,25,108
919,308,25,108
924,376,1,108
930,308,32,108
941,357,83,108
936,333,43,108
933,315,1,108
939,315,8,108
940,339,1,108
946,315,4,108
980,309,57,108
977,358,49,108
970,315,4,108
975,316,1,108
987,316,22,108
989,334,6,108
992,359,1,108
995,359,3,108
1019,357,178,108
1000,317,1,108
1006,337,1,108
1007,336,1,108
1008,317,2,108
1026,335,122,108
1011,337,1,108
1019,341,1,108
1039,330,1,108
1046,337,145,108
1046,356,31,108
1049,240,19,108
1050,351,1,108
1058,243,11,108
1064,245,3,108
1074,243,29,108
1085,239,29,108
1101,237,19,108
1116,240,3,108
1136,233,1,108
1150,231,11,108
1132,98,16,108
1151,86,99,108
1157,76,6,108
1175,74,7,108
1176,87,3,108
1177,77,1,108
1181,73,1,108
1193,74,97,108
1211,96,2,108
1214,87,10,108
1213,93,7,108
1220,85,32,108
1253,112,126,108
1298,241,23,108
1597,695,7,108
38,406,72,109
967,761,3,109
1123,765,10,109
910,292,25,109
919,308,25,109
924,376,1,109
930,308,32,109
941,357,83,109
936,333,44,109
933,315,1,109
939,315,8,109
940,339,1,109
946,315,4,109
979,309,56,109
977,358,49,109
969,315,5,109
987,316,20,109
989,334,4,109
992,359,1,109
995,359,2,109
1020,357,191,109
1006,336,2,109
1007,317,2,109
1029,336,147,109
1017,341,1,109
1045,359,2,109
1049,240,16,109
1050,338,52,109
1049,353,1,109
1058,243,11,109
1063,245,2,109
1074,243,31,109
1085,239,27,109
1101,238,17,109
1116,241,5,109
1136,233,1,109
1151,231,9,109
1132,98,16,109
1151,86,99,109
1156,76,2,109
1175,74,7,109
1176,87,2,109
1177,77,1,109
1181,73,1,109
1183,80,1,109
1193,74,98,109
1211,96,2,109
1213,89,16,109
1220,85,32,109
1253,111,122,109
1298,241,22,109
1597,695,7,109
38,406,73,110
966,761,4,110
1138,763,12,110
910,292,26,110
919,308,29,110
924,376,1,110
927,309,12,110
941,357,89,110
933,308,19,110
936,333,39,110
933,315,1,110
939,315,8,110
938,340,4,110
947,315,3,110
976,358,54,110
980,309,55,110
967,315,2,110
972,315,9,110
987,316,23,110
983,336,1,110
989,334,2,110
992,359,1,110
997,334,4,110
1004,356,1,110
1006,335,6,110
1007,317,2,110
1011,223,1,110
1014,334,1,110
1016,331,1,110
1016,337,1,110
1016,341,1,110
1017,334,1,110
1023,333,1,110
1026,359,3,110
1029,356,1,110
1033,355,1,110
1035,342,2,110
1036,358,2,110
1037,332,1,110
1042,336,20,110
1045,333,1,110
1046,338,37,110
1046,359,14,110
1049,240,17,110
1051,358,5,110
1060,243,3,110
1064,245,3,110
1075,243,30,110
1085,239,30,110
1101,237,17,110
1099,235,1,110
1116,240,7,110
1150,231,12,110
1131,99,17,110
1139,89,1,110
1151,86,95,110
1143,91,1,110
1156,76,3,110
1161,77,4,110
1169,79,17,110
1175,81,27,110
1176,88,2,110
1182,73,1,110
1196,75,70,110
1210,97,2,110
1214,87,9,110
1213,92,4,110
1220,86,30,110
1219,93,1,110
1252,112,124,110
1298,241,27,110
1597,695,8,110
38,406,71,111
967,761,3,111
1153,760,6,111
910,292,26,111
919,308,29,111
924,376,1,111
927,309,12,111
941,357,89,111
933,308,19,111
936,333,39,111
933,315,1,111
941,315,11,111
938,340,4,111
976,358,56,111
979,309,54,111
967,315,2,111
972,315,8,111
986,316,22,111
988,334,1,111
992,359,1,111
996,334,4,111
998,317,1,111
1000,357,2,111
1005,317,5,111
1006,336,9,111
1010,223,1,111
1015,334,5,111
1016,331,1,111
1019,335,3,111
1023,333,1,111
1024,356,1,111
1026,359,3,111
1028,335,5,111
1029,356,1,111
1033,355,1,111
1036,332,1,111
1036,358,2,111
1048,337,89,111
1049,240,17,111
1050,361,2,111
1060,243,3,111
1064,245,3,111
1075,243,30,111
1085,239,30,111
1101,237,17,111
1099,235,1,111
1116,240,7,111
1150,231,12,111
1131,98,19,111
1139,88,4,111
1151,86,95,111
1143,91,1,111
1156,76,8,111
1169,79,18,111
1174,74,8,111
1176,78,1,111
1176,88,2,111
1194,74,100,111
1210,97,2,111
1214,86,8,111
1213,92,4,111
1220,86,30,111
1219,93,1,111
1252,112,124,111
1298,241,27,111
1597,695,8,111
38,406,71,112
967,761,3,112
1167,757,10,112
910,292,26,112
919,308,31,112
924,376,1,112
930,309,32,112
941,357,90,112
936,333,39,112
938,315,11,112
939,340,3,112
946,315,4,112
980,309,52,112
977,358,52,112
972,315,9,112
988,316,15,112
984,336,1,112
990,334,2,112
992,359,1,112
997,334,4,112
1000,357,2,112
1006,335,6,112
1015,331,1,112
1016,337,1,112
1016,341,1,112
1017,334,1,112
1017,342,1,112
1019,356,6,112
1022,356,1,112
1023,357,1,112
1027,355,2,112
1028,335,5,112
1036,332,1,112
1047,338,103,112
1047,357,1,112
1047,362,2,112
1048,359,3,112
1050,353,3,112
1050,240,12,112
1061,243,11,112
1075,244,28,112
1085,239,29,112
1100,237,20,112
1116,241,5,112
1151,231,13,112
1167,228,1,112
1131,99,17,112
1139,89,1,112
1150,86,104,112
1156,76,7,112
1160,77,4,112
1169,79,13,112
1173,76,1,112
1175,74,5,112
1176,78,1,112
1176,88,1,112
1182,73,1,112
1195,75,83,112
1210,97,1,112
1213,88,2,112
1214,86,3,112
1220,86,31,112
1218,94,1,112
1219,93,1,112
1252,112,123,112
1297,241,33,112
1597,695,8,112
38,406,70,113
967,761,3,113
1181,754,9,113
910,292,26,113
919,308,31,113
924,376,1,113
930,309,32,113
941,357,90,113
936,333,39,113
938,315,11,113
939,340,3,113
946,315,3,113
979,309,52,113
971,315,7,113
971,357,1,113
975,316,1,113
988,316,16,113
989,335,2,113
996,335,2,113
1006,336,4,113
1011,336,1,113
1013,356,4,113
1015,332,1,113
1015,334,1,113
1016,335,1,113
1020,357,4,113
1022,359,4,113
1029,355,2,113
1039,359,60,113
1035,341,2,113
1036,332,1,113
1048,338,96,113
1050,353,3,113
1051,240,4,113
1061,244,10,113
1074,244,30,113
1085,239,27,113
1100,237,20,113
1116,241,5,113
1151,231,13,113
1167,228,1,113
1131,99,16,113
1139,89,1,113
1150,86,104,113
1155,75,1,113
1156,76,2,113
1162,76,1,113
1169,79,13,113
1173,76,1,113
1175,74,5,113
1176,78,1,113
1176,88,1,113
1182,73,1,113
1194,74,86,113
1210,97,1,113
1213,88,2,113
1214,86,3,113
1218,80,1,113
1220,86,31,113
1218,94,1,113
1219,93,1,113
1252,112,125,113
1297,241,33,113
1597,695,8,113
38,406,71,114
966,761,4,114
1194,751,9,114
910,292,26,114
919,308,29,114
924,376,1,114
930,309,32,114
942,357,91,114
937,333,45,114
937,315,9,114
936,340,1,114
939,340,3,114
947,315,3,114
980,309,58,114
978,358,44,114
972,315,8,114
989,316,18,114
984,336,1,114
992,359,1,114
997,334,4,114
1001,316,6,114
1006,335,7,114
1011,224,1,114
1013,334,1,114
1016,334,2,114
1019,335,3,114
1019,356,6,114
1031,356,2,114
1036,342,1,114
1047,338,106,114
1050,353,3,114
1069,244,66,114
1079,249,1,114
1085,240,30,114
1097,237,1,114
1101,237,19,114
1105,236,1,114
1109,235,1,114
1115,241,5,114
1150,231,11,114
1153,230,1,114
1169,229,1,114
1170,228,1,114
1131,98,18,114
1139,89,1,114
1150,86,102,114
1155,76,4,114
1159,77,4,114
1168,79,5,114
1173,75,9,114
1176,78,1,114
1176,88,2,114
1184,78,1,114
1194,74,100,114
1213,89,4,114
1213,94,3,114
1214,86,2,114
1219,85,33,114
1218,94,1,114
1252,111,118,114
1297,241,34,114
1597,695,8,114
38,406,71,115
966,761,4,115
1206,747,8,115
910,292,26,115
919,308,28,115
924,376,1,115
930,309,32,115
940,357,82,115
937,333,45,115
937,315,9,115
939,340,3,115
947,315,3,115
980,309,56,115
978,358,46,115
972,315,8,115
988,316,15,115
990,334,1,115
992,359,1,115
996,334,4,115
1001,316,5,115
1006,335,7,115
1011,224,1,115
1011,357,3,115
1013,355,1,115
1019,335,3,115
1021,333,1,115
1026,334,6,115
1031,356,2,115
1032,333,1,115
1035,342,1,115
1047,338,115,115
1050,353,3,115
1057,244,1,115
1060,245,1,115
1061,244,1,115
1072,244,46,115
1084,239,25,115
1097,237,1,115
1101,237,19,115
1105,236,1,115
1109,235,1,115
1115,241,5,115
1150,231,11,115
1153,230,1,115
1169,229,1,115
1170,228,1,115
1131,98,18,115
1139,89,1,115
1150,86,101,115
1161,76,1,115
1168,79,5,115
1173,75,9,115
1176,78,1,115
1176,88,2,115
1192,75,119,115
1213,89,4,115
1213,94,3,115
1214,86,2,115
1217,79,1,115
1219,86,30,115
1218,94,1,115
1252,111,118,115
1298,241,36,115
1597,695,6,115
38,406,72,116
966,761,4,116
1217,744,12,116
910,292,26,116
919,308,29,116
927,309,12,116
942,357,93,116
933,308,15,116
936,333,49,116
939,315,4,116
939,339,3,116
980,309,60,116
976,357,31,116
971,315,6,116
989,316,18,116
990,334,1,116
997,334,3,116
998,317,1,116
1001,316,1,116
1001,357,1,116
1005,317,2,116
1005,356,1,116
1006,335,2,116
1007,355,1,116
1011,224,1,116
1013,355,1,116
1016,334,2,116
1019,335,3,116
1036,342,3,116
1047,338,109,116
1050,353,3,116
1065,244,2,116
1074,244,37,116
1085,240,24,116
1088,245,1,116
1092,240,1,116
1097,237,1,116
1100,237,20,116
1109,235,1,116
1115,241,5,116
1151,231,10,116
1166,228,1,116
1168,229,2,116
1131,98,18,116
1139,89,1,116
1140,87,1,116
1149,87,93,116
1158,77,6,116
1161,76,1,116
1174,75,13,116
1176,88,2,116
1181,73,1,116
1194,75,105,116
1189,71,1,116
1211,96,1,116
1213,88,3,116
1213,95,1,116
1214,86,2,116
1216,96,1,116
1219,85,32,116
1218,94,1,116
1252,111,117,116
1297,241,34,116
1597,694,7,116
38,406,71,117
966,761,4,117
1227,741,9,117
910,292,26,117
919,308,29,117
927,309,12,117
942,357,93,117
933,308,15,117
936,333,48,117
939,315,4,117
939,340,3,117
980,309,62,117
976,357,35,117
972,315,4,117
988,316,15,117
993,359,4,117
996,334,2,117
1000,316,1,117
1004,317,1,117
1005,336,1,117
1011,224,1,117
1013,334,1,117
1015,337,1,117
1016,334,1,117
1019,335,3,117
1019,354,2,117
1019,358,3,117
1025,332,1,117
1031,333,1,117
1036,334,23,117
1037,342,2,117
1048,338,84,117
1050,353,2,117
1051,358,1,117
1058,244,1,117
1074,244,35,117
1084,240,25,117
1088,245,1,117
1092,240,1,117
1097,237,1,117
1100,238,21,117
1109,235,1,117
1115,241,5,117
1151,231,10,117
1166,228,1,117
1168,229,2,117
1131,98,18,117
1139,89,1,117
1140,87,1,117
1149,87,93,117
1155,76,2,117
1161,76,1,117
1174,75,13,117
1176,88,2,117
1181,73,1,117
1193,75,105,117
1186,71,1,117
1210,78,1,117
1211,96,1,117
1213,88,3,117
1213,95,1,117
1214,86,2,117
1216,96,1,117
1219,85,31,117
1218,94,1,117
1252,111,111,117
1297,241,33,117
1597,694,7,117
38,406,73,118
966,761,4,118
1236,738,12,118
910,292,26,118
919,308,27,118
924,376,1,118
927,309,12,118
941,357,89,118
933,308,20,118
936,333,45,118
938,340,4,118
939,315,4,118
979,309,68,118
976,357,35,118
973,315,7,118
986,316,19,118
994,317,1,118
997,334,3,118
1000,316,1,118
1001,357,1,118
1003,340,1,118
1004,317,2,118
1005,356,1,118
1006,335,2,118
1007,355,1,118
1010,224,1,118
1012,357,3,118
1013,334,1,118
1015,337,1,118
1015,341,3,118
1016,334,1,118
1019,335,3,118
1019,356,6,118
1025,334,7,118
1028,342,1,118
1029,335,6,118
1029,355,1,118
1034,341,6,118
1046,337,121,118
1046,239,2,118
1046,357,5,118
1048,242,3,118
1048,240,1,118
1049,353,7,118
1049,239,2,118
1049,361,2,118
1052,240,1,118
1058,244,2,118
1060,245,1,118
1062,244,4,118
1075,244,31,118
1085,240,27,118
1088,245,2,118
1097,237,1,118
1100,238,17,118
1115,241,5,118
1150,231,11,118
1166,228,1,118
1168,229,1,118
1131,99,16,118
1149,87,98,118
1155,76,2,118
1158,77,3,118
1162,76,1,118
1165,78,4,118
1168,79,13,118
1174,75,15,118
1176,88,2,118
1194,74,93,118
1210,96,1,118
1213,88,3,118
1213,95,1,118
1214,86,2,118
1219,86,32,118
1218,94,1,118
1252,112,117,118
1297,241,34,118
1305,242,1,118
1597,694,9,118
38,406,73,119
967,761,4,119
1245,736,7,119
910,292,26,119
919,308,27,119
924,376,1,119
927,309,12,119
941,357,89,119
933,308,20,119
936,333,44,119
938,340,4,119
939,315,4,119
979,309,67,119
976,357,35,119
974,315,6,119
987,316,21,119
991,334,1,119
994,359,3,119
996,317,1,119
997,334,3,119
999,316,2,119
1003,317,2,119
1003,340,1,119
1006,335,2,119
1010,224,1,119
1015,334,3,119
1016,341,2,119
1019,335,3,119
1019,356,6,119
1021,333,1,119
1026,335,5,119
1028,342,1,119
1029,335,6,119
1034,341,6,119
1035,334,23,119
1048,338,90,119
1045,358,11,119
1046,239,1,119
1048,242,3,119
1048,240,1,119
1049,353,7,119
1049,239,1,119
1049,361,2,119
1051,240,1,119
1057,244,1,119
1061,244,3,119
1063,245,1,119
1065,244,3,119
1075,244,25,119
1085,240,27,119
1088,245,2,119
1097,237,1,119
1100,238,17,119
1115,241,5,119
1150,231,11,119
1166,228,1,119
1168,229,1,119
1131,99,14,119
1149,87,98,119
1154,76,4,119
1158,77,4,119
1165,78,4,119
1168,79,13,119
1174,75,15,119
1176,88,2,119
1194,74,95,119
1210,96,1,119
1213,88,3,119
1213,95,1,119
1214,86,2,119
1219,86,32,119
1218,94,1,119
1252,112,120,119
1297,241,34,119
1305,242,1,119
1597,695,7,119
